C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt.1,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 33,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.3,2.49,0.02,0.1,0.005,0.21,1.39,0.0,3,20.9,0.0,6.6,82,8,0,0,M,6.000748,0.004045,0.00138,0.00044,20.50527,0.000289,0.055077,94.65984,31,15,52,0,0,2,0,100,,2.2e-05,94.95399,3.928681,18.941515,95.40759,0.000289,0.032615,115.59204
4.24,2.24,0.248,0.0,0.097,0.0,0.71,1.24,3,4.5,21.4,3.7,1,4,0,0,AN,4.074873,19.441734,0.95055,0.00044,0.0,2.019676,0.0,87.55165,64,0,0,1,59,0,0,100,,1.146551,23.813835,5.776619,28.792827,100.0,59.256045,0.0,113.46773
2.73,2.22,0.02,0.14,0.004,0.0,0.0,0.0,10,2.2,6.4,0.0,0,0,0,0,AN,25.531761,36.21611,0.00138,0.00044,0.0,3.457712,0.162823,116.69035,45,15,2,0,0,0,0,100,,4.123587,94.95399,9.685043,31.68438,90.68923,0.000289,0.089329,80.02297
3.89,2.43,0.341,0.0,0.002,0.16,3.92,1.27,7,57.7,0.0,2.1,57,100,0,0,M,2.2e-05,0.004045,44.368829,0.00044,0.0,0.000289,0.070358,80.02297,36,0,0,2,8,0,0,100,,4.01638,20.988832,32.127635,0.00044,19.46158,0.000289,4.341975,132.96128
2.89,2.45,0.033,1.53,0.003,0.0,1.41,0.0,6,2.4,80.2,6.5,64,0,0,0,AF,3.79824,0.004045,0.00138,15.288068,100.0,79.285409,0.0,80.02297,64,0,0,99,60,5,0,100,,2.2e-05,6.781972,11.087972,0.00044,10.49389,0.000289,0.13318,86.46254
4.04,2.54,0.195,0.0,0.0,0.0,21.04,0.0,7,0.0,0.0,10.0,1,0,100,0,FP,57.670253,7.851384,0.00138,0.00044,0.0,2.556346,0.0,99.47815,39,0,0,0,0,0,0,100,,2.2e-05,80.595879,57.12141,0.00044,8.56853,2.216263,0.0,134.32583
2.73,2.41,0.258,0.57,0.11,1.37,5.68,1.75,6,16.9,99.0,2.5,0,100,5,0,AF,1.688637,3.431448,0.00138,3.497989,74.15705,0.000289,0.0,153.7299,13,14,9,6,8,4,0,100,,2.2e-05,0.004045,4.52858,29.033798,70.4219,98.07675,0.0,93.539
3.23,2.29,0.048,0.0,0.006,0.18,1.56,0.39,8,22.1,14.0,30.7,7,100,2,0,AN,6.359213,0.004045,0.00138,0.00044,0.0,1.627531,0.0,81.41398,7,0,1,94,97,5,0,100,,1.223759,94.95399,8.033395,6.401111,4.4583,0.000289,0.201461,100.57186
2.84,2.24,0.02,0.12,0.005,1.99,0.59,0.59,7,70.0,50.3,0.0,96,9,5,0,M,4.160906,0.004045,22.033881,95.98867,73.76286,3.248258,0.0,80.02297,4,3,0,4,0,82,0,100,,2.2e-05,94.95399,9.673845,1.644967,11.66146,0.000289,0.0,80.02297
3.27,2.29,0.02,0.9,0.0,0.0,0.0,1.8,3,4.1,21.2,10.6,0,100,1,0,M,2.2e-05,19.490052,0.00138,0.00044,75.88055,5.087779,0.0,80.02297,0,5,0,0,6,5,0,100,,2.114951,10.575599,9.122682,6.80905,0.01928,87.62973,0.066779,111.64392
2.73,2.37,0.16,0.51,0.004,0.15,0.07,0.4,17,70.0,3.2,33.6,2,100,0,0,M,4.310026,0.004045,8.682927,0.00044,3.05611,0.548101,0.0,116.7533,7,25,1,0,12,98,0,100,,2.2e-05,94.95399,0.00138,0.00044,100.0,0.193385,0.162828,94.46892
3.86,2.24,0.02,0.16,0.082,1.63,0.02,0.14,22,31.0,16.6,0.0,0,17,3,0,M,2.2e-05,0.004045,3.793268,95.98867,93.39818,2.017985,0.0,113.49971,0,0,3,6,0,5,0,100,,4.391888,94.95399,7.108854,3.958307,4.75629,0.000289,0.0,93.40786
3.3,2.26,0.02,0.0,0.0,1.49,0.0,2.44,11,70.0,0.0,2.2,0,12,7,0,AN,5.024879,17.097481,4.528521,72.992048,100.0,4.014036,0.0,80.02297,6,0,0,0,0,0,0,100,,4.533955,94.95399,10.514537,0.00044,100.0,27.784264,0.0,150.15337
3.23,2.43,0.314,0.14,0.003,0.0,0.0,1.96,19,12.9,21.5,60.0,0,0,0,0,AN,2.556197,0.004045,0.00138,1.158941,100.0,71.699601,0.0,86.44724,1,0,53,5,0,6,0,100,,6.58092,6.671101,3.673986,3.350178,100.0,74.599401,0.0,80.02297
3.3,2.49,0.02,0.0,0.0,0.0,0.0,0.0,12,18.4,0.0,9.6,4,0,0,0,M,2.2e-05,3.567146,10.920287,5.209849,0.0,0.000289,0.0,80.02297,0,0,0,6,5,3,0,100,,1.501579,12.790913,8.099633,0.00044,8.86988,5.533332,0.0,80.02297
4.0,2.73,0.157,0.0,0.0,0.0,21.04,0.0,7,28.9,3.9,13.8,0,100,6,0,AN,6.623554,9.081547,11.33186,0.00044,17.90238,5.90436,0.121681,87.46903,64,0,4,0,0,0,0,100,,49.326127,24.244254,14.329276,0.00044,0.0,0.000289,0.127077,112.49363
3.38,2.37,0.305,2.28,0.0,2.35,0.0,0.0,16,5.7,0.9,0.0,96,2,100,0,FP,62.46501,0.004045,1.532847,0.00044,5.6854,3.045903,0.945252,87.31973,33,1,1,3,12,16,0,100,,26.265074,67.431141,0.00138,66.45243,23.46023,1.45621,0.052295,103.60592
3.12,2.28,0.144,0.1,0.001,0.0,0.08,0.05,16,2.9,19.2,6.1,0,18,0,0,M,2.2e-05,5.769801,7.724106,5.86395,96.12396,5.249281,0.0,112.33502,2,19,11,0,14,6,0,100,,3.830672,94.95399,0.212676,0.00044,0.0,0.000289,0.0,80.02297
2.73,2.47,0.179,0.0,0.005,0.0,0.77,2.28,8,6.1,70.8,9.2,0,0,4,0,M,2.2e-05,0.004045,3.26781,0.00044,22.65778,98.07675,0.0,80.02297,35,0,2,99,0,0,0,100,,2.639779,10.130574,9.544182,4.603702,0.0,98.07675,0.0,104.09487
4.0,2.36,0.307,0.0,0.003,0.0,0.12,1.47,11,0.0,99.0,10.0,6,7,2,0,AP,0.988194,0.004045,0.00138,1.333997,0.0,0.84813,0.0,80.17142,24,0,0,7,18,5,0,100,,2.2e-05,17.682022,13.038579,0.00044,11.38207,1.512529,0.0,129.59831
3.4,2.63,0.132,0.03,0.002,1.69,21.04,0.0,3,0.0,0.0,0.0,0,100,0,0,AF,1.898468,14.32686,6.907647,0.00044,9.97368,5.444431,0.0,80.02297,0,24,0,0,0,0,0,100,,2.2e-05,94.95399,0.524772,69.781486,20.24743,3.280878,0.008134,125.08665
3.09,2.32,0.463,0.13,0.0,0.48,0.68,1.4,4,1.5,0.0,2.5,4,13,5,0,AN,19.223311,0.004045,0.00138,0.00044,0.0,0.000289,0.128408,82.98698,0,9,9,6,20,0,0,100,,62.46501,0.004045,4.978717,1.295791,24.55104,2.326513,0.0,80.02297
3.45,2.22,0.02,0.12,0.005,0.0,0.0,0.66,8,7.8,14.4,12.6,0,0,0,0,AN,20.628893,16.262824,10.182486,95.98867,0.0,2.180642,0.0,80.38088,20,98,0,0,0,0,0,100,,2.2e-05,26.24194,7.208564,7.035002,0.0,0.000289,0.089304,153.7299
3.03,2.34,0.195,0.1,0.004,0.35,0.84,0.25,23,0.0,0.0,4.5,0,0,71,0,AF,16.18314,9.584365,20.367179,38.635024,6.86509,38.961038,0.0,85.29823,5,13,53,0,0,0,0,100,,4.33333,94.95399,0.00138,2.172063,100.0,0.000289,0.0,126.98277
4.02,2.59,0.434,0.0,0.0,0.0,0.0,2.01,14,20.8,0.0,23.5,0,1,18,0,AN,3.859715,22.232599,0.00138,0.00044,2.44445,0.000289,0.205144,86.97722,2,0,9,5,16,1,0,100,,2.2e-05,22.971003,29.194601,4.163896,100.0,61.334898,0.223496,104.5529
3.35,2.32,0.219,0.14,0.0,0.0,0.61,0.39,7,19.5,24.4,2.6,0,18,0,0,AF,2.2e-05,0.004045,5.835533,0.847911,0.0,2.651751,0.0,96.89267,4,0,0,0,20,6,0,100,,2.2e-05,0.004045,0.00138,0.00044,100.0,89.826068,0.005028,130.3054
3.64,2.34,0.059,0.14,0.0,0.0,6.7,0.0,24,10.5,4.6,16.4,0,0,1,0,AF,2.2e-05,13.636771,1.617078,95.98867,75.304,98.07675,0.127817,84.66689,0,87,8,7,60,98,0,100,,0.90386,94.95399,10.820541,46.336987,97.32723,0.000289,0.173501,123.37953
3.25,2.21,0.164,0.14,0.003,0.0,7.5,0.71,3,2.6,9.7,0.0,53,42,5,0,AN,2.2e-05,0.004045,24.800425,5.468412,13.93879,5.879669,0.0,97.58228,4,47,11,76,0,0,0,100,,2.2e-05,2.134998,10.514119,0.211758,13.75516,0.000289,0.064757,101.90964
3.33,2.59,0.398,0.12,0.002,0.1,1.18,0.0,6,65.2,0.0,36.2,16,10,3,0,M,4.277083,0.004045,0.00138,0.00044,100.0,0.000289,0.0,109.46867,5,47,53,8,17,1,0,100,,2.2e-05,11.049512,12.600328,0.00044,8.05835,16.559878,1.792784,120.41994
2.91,2.51,0.02,0.1,0.004,3.43,0.09,0.0,3,0.0,1.4,60.0,6,0,86,0,M,30.854123,0.004045,0.190226,0.00044,22.14212,3.32264,0.0,87.4314,34,85,8,7,15,5,0,100,,2.2e-05,25.909681,3.689912,0.00044,100.0,0.000289,0.0,126.45329
2.73,2.42,0.02,0.07,0.007,0.0,0.0,0.03,8,70.0,53.5,0.7,0,0,0,0,AN,4.236722,0.004045,2.355872,3.659759,0.0,0.000289,0.0,83.74719,52,0,0,86,59,98,0,100,,2.2e-05,94.95399,0.00138,0.00044,19.4334,0.000289,0.187009,121.51415
3.03,2.37,0.198,0.06,0.003,0.0,1.56,1.24,10,0.0,50.3,8.0,0,0,5,0,M,2.2e-05,11.057693,6.066047,0.00044,97.97799,0.000289,0.0,119.48989,25,1,10,0,19,3,0,100,,2.2e-05,23.460526,0.00138,0.00044,78.14259,0.000289,0.029339,104.1827
2.73,2.52,0.02,0.13,0.001,3.81,0.0,0.05,3,1.3,10.0,4.8,0,4,6,0,M,43.46365,18.574703,10.999409,0.00044,97.47224,1.263444,0.094196,80.02297,53,81,6,0,0,0,0,100,,1.499031,94.95399,0.00138,5.183931,2.25879,0.000289,0.0,102.15056
2.96,2.58,0.031,0.0,0.0,0.1,1.49,1.62,3,70.0,27.5,0.5,0,12,6,0,FP,23.791318,0.004045,0.00138,0.00044,100.0,0.000289,0.0,80.02297,7,0,11,0,0,5,0,100,,2.2e-05,11.947629,3.965688,0.00044,11.11827,0.000289,0.215742,121.2033
3.93,2.54,0.084,0.0,0.001,3.74,0.89,0.24,3,6.3,0.3,32.6,20,21,7,0,M,0.372574,18.224033,57.12141,0.00044,9.31625,9.439883,0.098888,125.86133,6,0,0,0,15,0,0,100,,1.938203,8.858593,0.00138,0.311241,19.14479,98.07675,0.0,131.89503
2.73,2.33,0.182,0.06,0.0,0.23,19.31,0.28,16,70.0,0.0,21.3,88,100,0,0,AN,2.2e-05,0.004045,7.577457,38.017556,18.77605,3.410642,0.0,80.02297,0,86,8,0,0,6,0,100,,1.40652,0.004045,2.153868,51.352645,21.48592,0.000289,0.0,152.87266
2.77,2.61,0.202,0.02,0.004,0.15,0.0,0.0,6,44.2,7.7,60.0,0,87,4,0,M,4.135803,7.044602,0.00138,0.00044,100.0,0.381961,0.056114,104.43342,29,39,10,10,17,0,0,100,,2.2e-05,6.172162,0.00138,0.00044,100.0,90.973728,0.057343,104.36957
4.24,2.54,0.02,0.08,0.0,1.58,3.67,0.76,24,0.0,0.0,9.9,0,59,7,0,M,62.46501,0.004045,0.00138,95.98867,13.23852,1.675594,0.0,106.45652,0,0,31,0,17,0,0,100,,2.2e-05,94.95399,0.00138,0.00044,87.50029,13.649374,0.0,83.22159
3.65,2.57,0.02,0.0,0.002,0.0,0.0,0.4,24,3.1,0.0,0.0,0,0,0,0,M,2.2e-05,0.004045,0.00138,69.449384,0.0,0.000289,0.0,80.02297,63,0,5,5,15,4,0,100,,0.969869,94.95399,12.209149,1.016246,100.0,0.000289,0.0,112.4226
4.08,2.63,0.337,0.0,0.0,0.0,1.03,2.44,7,0.4,11.5,57.7,0,0,7,0,M,34.646812,0.004045,5.769172,0.00044,1.69793,72.697033,0.171293,83.99585,35,11,0,4,22,0,0,100,,2.2e-05,94.95399,10.247946,95.98867,7.72638,0.000289,0.070799,94.00927
4.03,2.39,0.359,0.07,0.004,0.0,21.04,0.3,11,67.4,0.0,1.5,96,100,4,0,M,4.79786,0.004045,0.222394,35.241791,100.0,98.07675,0.0,143.24203,2,0,43,99,15,0,0,100,,2.419255,94.95399,11.357121,5.168391,100.0,2.805888,0.009047,121.79116
3.38,2.08,0.02,0.17,0.002,0.0,0.0,1.73,3,67.1,14.2,60.0,0,0,0,0,FP,1.277472,0.004045,0.00138,3.577083,90.29042,0.000289,0.0,100.05082,2,3,53,0,14,5,0,100,,25.120796,43.051705,0.00138,0.00044,0.0,0.602004,0.0,115.87512
2.73,2.29,0.02,0.15,0.001,0.04,6.29,0.65,3,0.0,99.0,0.0,0,23,0,0,FP,0.653478,50.037684,11.118233,0.00044,18.61358,5.805215,0.0,84.99356,64,0,22,0,0,3,0,100,,2.2e-05,22.400672,1.561047,0.00044,86.38016,0.000289,0.000577,153.00317
3.29,2.26,0.192,0.15,0.0,0.78,3.77,1.49,3,0.0,75.1,4.0,2,8,0,0,M,1.880622,6.385152,5.86881,0.00044,2.05732,2.198646,0.0,87.16649,6,98,0,0,0,0,0,100,,2.2e-05,24.187241,9.999865,3.42236,23.49469,0.000289,0.0,123.38899
2.73,2.3,0.02,0.0,0.006,0.19,0.0,0.0,3,0.0,0.0,0.0,4,1,1,0,M,6.223016,1.894927,0.00138,7.614117,100.0,98.07675,0.169617,80.02297,30,71,2,0,10,0,0,100,,2.945961,12.838437,29.591394,1.475937,11.27452,0.000289,0.0,105.23848
4.04,2.29,0.272,0.0,0.003,0.38,21.04,2.44,3,47.1,8.5,16.9,0,85,5,0,AN,0.751697,0.004045,0.00138,0.00044,77.88523,0.352743,0.0,85.6744,23,0,30,0,97,3,0,100,,2.2e-05,6.382726,0.00138,66.934409,12.98755,0.000289,0.186688,118.29699
3.21,2.22,0.02,0.12,0.0,0.16,1.6,2.06,17,0.0,22.2,7.3,0,100,100,0,AN,2.2e-05,6.76261,57.12141,0.00044,76.38224,98.07675,0.20244,80.02297,0,10,10,99,0,98,0,100,,0.058439,72.127214,9.674864,3.718563,100.0,4.659895,0.175994,103.84349
3.23,2.08,0.311,0.07,0.006,0.0,1.34,1.23,24,4.0,0.0,0.0,1,15,0,0,AF,2.2e-05,0.004045,8.007336,4.448027,6.57969,0.000289,0.032991,119.8878,42,54,0,0,0,6,0,100,,3.313186,94.95399,12.024793,0.00044,100.0,0.000289,0.0,124.2002
3.11,2.23,0.023,0.0,0.0,0.34,21.04,2.44,19,70.0,12.8,60.0,0,20,100,0,AN,3.421433,0.004045,1.021837,0.00044,100.0,98.07675,0.0,99.34934,2,23,11,0,0,98,0,100,,14.052254,94.95399,1.806749,0.437285,90.2765,1.49975,0.071867,113.71836
3.89,2.43,0.185,0.16,0.0,0.15,0.0,0.0,9,0.0,10.2,0.0,0,0,4,0,M,2.2e-05,0.004045,0.00138,1.511982,0.0,0.000289,0.0,80.02297,0,95,0,6,0,5,0,100,,5.164472,0.004045,57.12141,2.976365,19.98426,3.209881,0.0,85.24387
2.73,2.24,0.162,0.0,0.001,0.4,21.04,2.44,3,0.0,22.6,10.1,0,21,4,0,FP,16.250303,0.004045,6.950141,6.085928,21.09758,3.855851,0.045531,80.02297,2,18,0,0,0,6,0,100,,1.121643,94.95399,12.735132,2.852575,93.07173,1.685059,0.0,129.20054
3.52,2.25,0.254,0.13,0.003,3.96,7.1,0.0,8,1.3,60.3,0.0,0,20,2,0,M,2.2e-05,0.004045,0.00138,0.00044,21.14985,4.599261,0.0,129.21479,38,0,17,0,10,6,0,100,,2.2e-05,64.483237,5.899561,0.00044,23.85708,0.000289,0.962766,133.31614
2.96,2.43,0.14,0.02,0.0,0.91,0.77,0.0,8,2.0,0.0,6.5,2,0,0,0,AN,4.405805,0.738758,5.881985,0.00044,100.0,5.564555,0.0,114.11492,35,0,53,0,0,98,0,100,,2.2e-05,15.463889,0.00138,0.00044,23.8705,0.000289,0.0,118.05253
2.73,2.32,0.386,0.15,0.0,0.05,1.11,1.32,3,2.7,0.0,0.0,3,21,0,0,M,2.2e-05,0.004045,15.70302,4.772764,100.0,0.000289,0.0,87.19819,4,10,0,0,0,5,0,100,,2.2e-05,23.1819,13.538285,0.00044,100.0,0.000289,0.055973,89.38086
3.88,2.66,0.152,2.81,0.001,0.06,4.32,0.0,11,5.6,51.5,0.0,0,0,0,0,M,0.877668,0.004045,12.818841,17.505137,0.0,0.000289,0.0,82.43377,30,3,0,0,0,0,0,100,,2.2e-05,72.673757,36.849219,91.542112,12.45022,2.215602,0.0,120.36245
2.9,2.56,0.235,0.0,0.007,4.56,2.09,2.44,9,1.7,31.6,7.5,5,3,0,0,AN,1.164385,37.533386,0.231367,0.00044,100.0,4.690108,0.171235,103.55869,6,98,10,0,0,0,0,100,,2.2e-05,13.607239,0.00138,3.796125,9.29519,0.000289,0.163441,134.74081
3.13,2.36,0.146,0.12,0.007,4.2,7.2,0.0,9,0.4,0.0,60.0,0,7,6,0,AF,2.2e-05,34.54375,6.168573,0.00044,100.0,0.000289,0.0,117.77477,2,0,9,0,97,1,0,100,,62.46501,23.595711,0.00138,6.702452,0.0,0.000289,0.0,112.27972
3.06,2.48,1.39,0.0,0.003,0.21,0.26,0.0,3,4.5,92.4,40.0,7,7,0,0,M,2.2e-05,0.004045,5.399876,0.00044,20.96043,0.000289,0.0,81.59402,53,0,9,0,0,1,0,100,,2.2e-05,0.004045,12.402196,0.00044,20.26612,0.000289,0.0,82.22777
2.73,2.73,0.292,0.0,0.0,3.28,1.17,0.0,8,2.9,10.0,60.0,0,45,5,0,M,2.2e-05,93.439704,57.12141,0.00044,70.49338,1.155104,0.098342,85.30094,25,36,9,0,17,0,0,100,,2.2e-05,94.95399,0.00138,5.265727,22.63785,0.538761,0.0,125.63046
4.24,2.22,0.436,0.0,0.0,4.17,3.12,0.97,8,0.0,0.0,3.8,96,2,4,0,M,6.206426,8.275476,0.00138,0.00044,0.0,0.000289,0.03682,84.93391,5,2,0,0,19,0,4,100,,2.2e-05,23.025365,0.00138,0.00044,0.0,1.306864,0.038848,102.76566
4.09,2.41,0.021,0.05,0.109,0.0,6.37,0.0,10,3.9,53.2,9.8,96,0,100,0,M,2.2e-05,9.773479,0.00138,0.00044,0.0,0.000289,4.772713,95.64432,3,0,0,4,10,5,0,100,,2.2e-05,94.95399,57.12141,25.593355,0.0,0.000289,0.205331,110.38108
3.35,2.51,0.265,0.0,0.004,0.17,0.0,2.44,3,70.0,0.0,3.3,0,17,0,0,M,32.253524,94.95399,11.663734,0.00044,0.0,0.000289,0.0,80.02297,34,98,0,0,15,4,0,100,,21.655864,19.648731,9.306749,95.98867,0.0,98.07675,0.0,153.7299
3.18,2.2,0.101,1.46,0.004,0.31,21.04,2.44,8,0.0,88.5,5.8,0,0,5,0,AN,2.2e-05,0.004045,5.201128,4.135971,86.3615,0.000289,0.009276,93.79293,2,21,0,6,8,4,0,100,,2.2e-05,3.064886,7.864702,0.00044,16.74961,0.000289,0.0,80.02297
4.02,2.54,0.363,0.12,0.0,0.0,21.04,0.33,9,0.0,0.0,3.8,0,1,2,0,AN,2.2e-05,0.004045,4.779252,28.887906,0.0,0.000289,0.0,94.72332,4,7,8,4,90,2,0,100,,2.2e-05,94.95399,6.504537,0.00044,0.0,0.000289,0.073888,130.42306
3.46,2.28,0.206,2.81,0.0,0.0,0.0,0.0,3,31.7,16.4,1.1,1,0,33,0,M,2.542758,0.004045,0.00138,5.626683,99.06359,5.961052,0.0,80.02297,24,98,0,99,0,0,0,100,,3.561537,12.623856,24.695247,0.00044,100.0,0.671444,0.0,109.85377
3.46,2.43,0.298,0.16,0.002,0.38,0.0,0.0,19,0.0,99.0,0.0,5,0,0,0,AN,29.434004,0.004045,7.096257,5.446834,3.12824,1.660312,0.03358,80.02297,0,97,53,0,0,0,0,100,,2.2e-05,4.934691,0.00138,0.786448,84.73661,98.07675,0.0,110.96098
3.4,2.25,0.209,0.12,0.083,0.34,21.04,0.0,20,0.0,17.2,0.0,0,100,82,0,M,2.2e-05,0.004045,0.00138,20.198675,96.75931,5.248363,0.0,104.24809,0,36,6,0,73,39,0,100,,2.2e-05,39.839164,12.132791,0.00044,0.0,0.626028,0.0,98.47247
3.63,2.27,0.086,0.15,0.0,0.0,18.22,0.01,3,19.6,95.7,60.0,2,0,0,0,M,4.085605,0.004045,0.00138,0.00044,100.0,2.86207,0.0,106.97903,29,19,10,99,0,4,0,100,,2.2e-05,23.341345,0.00138,0.00044,13.77681,57.304527,0.0,123.4809
3.05,2.32,0.04,0.0,0.008,0.0,0.0,0.43,8,7.3,25.1,2.5,0,17,0,0,M,2.2e-05,21.943812,8.35862,0.00044,4.98479,0.000289,0.0,113.58849,64,0,0,1,0,6,0,100,,2.2e-05,10.717449,0.00138,95.98867,1.98478,0.000289,0.0,122.649
4.24,2.28,0.253,0.06,0.007,0.0,1.61,0.0,3,0.0,99.0,0.0,46,0,0,0,FP,4.146304,0.004045,0.00138,0.00044,0.0,0.000289,0.0,80.02297,4,36,2,1,18,6,0,100,,2.2e-05,94.95399,3.383055,0.00044,21.6238,33.810499,0.227716,96.86301
3.4,2.08,0.02,0.47,0.0,0.0,0.0,0.0,24,33.9,24.0,3.5,0,100,2,0,M,2.522803,94.95399,9.008392,53.143646,77.85498,1.069306,0.015948,115.89757,25,0,8,0,83,6,0,100,,7.753409,25.07395,0.00138,0.00044,80.98712,0.000289,0.050663,87.34952
3.76,2.5,0.192,0.0,0.004,0.36,0.88,0.08,17,17.2,7.5,0.3,0,98,0,0,FP,2.2e-05,18.820666,0.42245,0.00044,0.0,3.728383,0.0,112.21912,25,28,2,6,0,5,0,100,,2.2e-05,89.072985,0.00138,0.00044,100.0,5.291443,0.0,97.42768
